Unnamed: 0,Household sample weight (6 decimals),Number of household members,Sample strata for sampling errors,Stratification used in sample design,Region,Type of place of residence,Electricity,Radio,Television,Refrigerator,Mobile telephone,Computer,Microwave,Wealth index combined,Wealth index for urban/rural,Wealth index factor score combined (5 decimals),Wealth index factor score for urban/rural (5 decimals),Energy Use
34717,1089747,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-51736,-6033,0.0
34718,1089747,4,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-38069,11586,0.0
34719,1071630,3,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorer,middle,-35101,15412,0.0
34720,1071630,9,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,middle,richer,-16950,38812,0.0
34721,1071630,5,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,middle,richer,-7110,51497,0.0
34722,1071630,4,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richest,20049,86510,0.0
34723,1071630,6,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorest,-96475,-63710,0.0
34724,1071630,9,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,-13859,42796,0.0
34725,1071630,2,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-62472,-19874,0.0
34726,1071630,9,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,-15387,40827,0.0
34727,1071630,5,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-61839,-19058,0.0
34728,1071630,6,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,11897,76000,0.0
34729,1071630,5,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorer,middle,-49509,-3162,0.0
34730,1071630,1,migori: rural,migori: rural,migori,2,0,1,0,0,0,0,0,poorest,poorer,-74468,-35338,0.0
34731,1071630,13,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorest,-103603,-72899,0.0
34732,1071630,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-69359,-28752,0.0
34733,1071630,1,migori: rural,migori: rural,migori,2,0,0,1,0,0,0,0,poorer,middle,-54723,-9885,0.0
34734,1071630,13,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorest,-102744,-71791,0.0
34735,1071630,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,middle,-26608,26360,0.0
34736,1071630,1,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-98349,-66125,0.0
34737,1071630,6,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,poorer,middle,-43848,4136,0.0
34738,1071630,5,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorest,-105537,-75391,0.0
34739,456609,6,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,richest,179311,131117,1145.500967939032
34740,456609,4,migori: urban,migori: urban,migori,1,1,0,1,0,1,1,0,richest,richer,131533,69626,270.0
34741,456609,2,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,middle,93924,21223,677.5253052301479
34742,456609,2,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,middle,117617,51716,1420.226422820243
34743,456609,1,migori: urban,migori: urban,migori,1,1,0,0,0,1,1,0,richer,poorer,79594,2780,132.100310824659
34744,456609,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,1,richest,richer,162242,109148,1506.0
34745,456609,7,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,82279,6236,1218.3559157175907
34746,456609,2,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorest,41025,-46858,174.30740514869578
34747,456609,4,migori: urban,migori: urban,migori,1,0,1,1,0,1,0,0,middle,poorest,-8178,-110183,0.0
34748,456609,1,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,middle,115388,48847,559.416098883556
34749,456609,6,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,richer,131701,69842,1145.500967939032
34750,456609,4,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,richer,147789,90548,1874.0
34751,456609,4,migori: urban,migori: urban,migori,1,1,0,1,1,1,0,1,richest,richer,138200,78206,2390.0
34752,456609,5,migori: urban,migori: urban,migori,1,0,1,1,1,1,0,0,richer,poorer,87600,13083,0.0
34753,456609,7,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,58678,-24139,1218.3559157175907
34754,456609,5,migori: urban,migori: urban,migori,1,1,1,1,1,1,1,1,richest,richest,193675,149603,2630.6291499075273
34755,456609,9,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,richer,157404,102922,2592.0453391751366
34756,456609,10,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,middle,124881,61065,1405.189708353626
34757,456609,9,migori: urban,migori: urban,migori,1,1,1,1,1,1,1,1,richest,richest,182984,135844,3327.8874525375554
34758,456609,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,middle,poorest,24461,-68176,868.1273970294436
34759,456609,4,migori: urban,migori: urban,migori,1,1,0,0,1,1,0,0,richest,middle,122923,58544,230.0
34760,456609,5,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,46433,-39898,977.4656941052906
34761,883552,7,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-66576,-25164,0.0
34762,883552,3,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-36575,13512,0.0
34763,883552,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-33297,17737,0.0
34764,883552,5,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorer,-81629,-44571,0.0
34765,883552,2,migori: rural,migori: rural,migori,2,1,1,0,0,1,0,0,poorer,middle,-41674,6939,677.5253052301479
34766,883552,10,migori: rural,migori: rural,migori,2,1,1,0,0,1,0,0,poorer,middle,-49126,-2668,1289.773715881049
34767,883552,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-65607,-23915,0.0
34768,883552,1,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-31818,19644,0.0
34769,883552,3,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorest,-90117,-55513,0.0
34770,883552,3,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,richer,richest,53339,129426,0.0
34771,883552,7,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,richer,richest,33999,104494,0.0
34772,883552,5,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorer,poorer,-59830,-16468,0.0
34773,883552,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richest,26153,94379,0.0
34774,883552,2,migori: rural,migori: rural,migori,2,1,1,0,0,1,0,0,richer,richest,40473,112839,677.5253052301479
34775,883552,1,migori: rural,migori: rural,migori,2,1,0,0,0,1,0,0,middle,richest,23289,90686,132.100310824659
34776,883552,5,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,richer,richest,32797,102944,0.0
34777,883552,1,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorer,middle,-46293,984,0.0
34778,883552,8,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,richer,richest,48321,122957,0.0
34779,883552,1,migori: rural,migori: rural,migori,2,1,1,1,0,1,0,0,middle,richer,-10432,47215,559.416098883556
34780,883552,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,middle,richer,-22617,31505,0.0
34781,883552,1,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorer,poorer,-65202,-23393,0.0
34782,730757,3,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,87140,12492,796.8232987108036
34783,730757,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorest,26801,-65165,974.0
34784,730757,6,migori: urban,migori: urban,migori,1,1,1,1,0,1,1,0,richer,middle,97131,25350,1145.500967939032
34785,730757,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,86642,11851,868.1273970294436
34786,730757,7,migori: urban,migori: urban,migori,1,1,1,1,0,1,1,0,richest,richer,152999,97253,1218.3559157175907
34787,730757,1,migori: urban,migori: urban,migori,1,1,0,1,1,1,1,0,richest,richer,134163,73011,155.0742779245997
34788,730757,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,1,0,richer,poorer,88832,14669,868.1273970294436
34789,730757,5,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,richer,132269,70574,1064.934660020753
34790,730757,2,migori: urban,migori: urban,migori,1,0,1,0,0,1,0,0,richer,poorest,28880,-62489,0.0
34791,730757,1,migori: urban,migori: urban,migori,1,0,0,0,0,1,0,0,middle,poorest,-12676,-115972,0.0
34792,730757,7,migori: urban,migori: urban,migori,1,0,0,1,0,1,0,0,richer,poorest,29494,-61699,0.0
34793,730757,4,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,richer,166853,115083,1874.0
34794,730757,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,middle,92700,19648,868.1273970294436
34795,730757,2,migori: urban,migori: urban,migori,1,0,1,0,0,1,0,0,middle,poorest,-6080,-107482,0.0
34796,730757,5,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,60702,-21534,977.4656941052906
34797,730757,4,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,74907,-3253,894.0
34798,730757,2,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,64952,-16064,677.5253052301479
34799,730757,1,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,71008,-8270,559.416098883556
34800,730757,1,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,middle,poorest,4922,-93324,132.100310824659
34801,730757,1,migori: urban,migori: urban,migori,1,0,1,0,0,1,0,0,middle,poorest,2454,-96500,0.0
34802,730757,4,migori: urban,migori: urban,migori,1,1,1,0,0,0,0,0,richer,poorest,34438,-55336,886.0
34803,730757,2,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,51801,-32990,677.5253052301479
34804,730757,6,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,72693,-6102,1145.500967939032
34805,1225293,6,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-54748,-9916,0.0
34806,1225293,7,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,middle,middle,-26127,26981,0.0
34807,1225293,8,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorer,-80256,-42800,0.0
34808,1225293,1,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorest,-100629,-69064,0.0
34809,1225293,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,poorer,-60493,-17323,0.0
34810,1225293,4,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-126062,-101852,0.0
34811,1225293,8,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,7484,70311,0.0
34812,1225293,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-44564,3213,0.0
34813,1225293,6,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,poorer,middle,-45708,1738,0.0
34814,1225293,6,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,poorer,-67918,-26894,0.0
34815,1225293,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,poorer,-59804,-16435,0.0
34816,1225293,7,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-54473,-9562,0.0
34817,1225293,1,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-105808,-75741,0.0
34818,1225293,11,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,middle,middle,-28839,23485,0.0
34819,1225293,5,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,middle,richer,-12682,44314,0.0
34820,1225293,1,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-99082,-67071,0.0
34821,1225293,4,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,poorer,middle,-56073,-11624,0.0
34822,1225293,4,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-46940,149,0.0
34823,1225293,6,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-43542,4531,0.0
34824,1225293,8,migori: rural,migori: rural,migori,2,1,0,1,1,1,0,1,richer,richest,88681,174989,3153.623906747217
34825,1225293,7,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,poorer,poorer,-64780,-22849,0.0
34826,1225293,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,-14686,41730,0.0
34827,1225293,1,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,middle,richer,-11941,45269,0.0
34828,1225293,2,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-92876,-59070,0.0
34829,1225293,7,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,poorer,-57709,-13733,0.0
34830,599905,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,62652,-19025,974.0
34831,599905,1,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,62282,-19501,513.4681646836746
34832,599905,1,migori: urban,migori: urban,migori,1,1,0,1,1,1,0,1,richest,richest,186165,139937,1372.6945342214567
34833,599905,1,migori: urban,migori: urban,migori,1,1,1,1,1,1,1,0,richest,richest,204831,163961,1076.3303586322218
34834,599905,4,migori: urban,migori: urban,migori,1,1,1,1,1,1,1,1,richest,richest,222515,186720,2406.0
34835,599905,1,migori: urban,migori: urban,migori,1,1,1,1,1,1,1,1,richest,richest,191985,147428,1381.884121061433
34836,599905,6,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorest,30513,-60388,1145.500967939032
34837,599905,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,79114,2162,868.1273970294436
34838,599905,3,migori: urban,migori: urban,migori,1,0,1,1,0,1,0,0,middle,poorest,5655,-92380,0.0
34839,599905,4,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,middle,115479,48964,1874.0
34840,599905,5,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,richer,136574,76113,2048.9605265697032
34841,599905,2,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorest,39678,-48593,738.1539678905639
34842,599905,7,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,62689,-18977,1218.3559157175907
34843,599905,1,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorer,85941,10949,132.100310824659
34844,599905,2,migori: urban,migori: urban,migori,1,1,1,1,1,1,1,0,richest,richer,171388,120919,1420.226422820243
34845,599905,1,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,richer,145792,87977,559.416098883556
34846,599905,3,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorer,70726,-8633,204.99928266609038
34847,599905,3,migori: urban,migori: urban,migori,1,1,0,1,0,1,0,0,richer,poorer,57644,-25469,240.65133182541047
34848,599905,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,84776,9449,868.1273970294436
34849,599905,1,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,middle,94151,21515,132.100310824659
34850,599905,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,middle,103666,33761,974.0
34851,599905,2,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,middle,98991,27744,738.1539678905639
34852,599905,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,middle,97544,25882,974.0
34853,381777,6,migori: urban,migori: urban,migori,1,0,1,0,0,1,0,0,middle,poorest,-4332,-105233,0.0
34854,381777,2,migori: urban,migori: urban,migori,1,1,0,1,0,0,0,0,richer,poorer,45959,-40508,3.031433133020796
34855,381777,2,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,middle,93165,20246,677.5253052301479
34856,381777,1,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,middle,121364,56538,559.416098883556
34857,381777,2,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richest,middle,105339,35914,174.30740514869578
34858,381777,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,74217,-4140,868.1273970294436
34859,381777,3,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,middle,89949,16106,868.1273970294436
34860,381777,1,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,middle,101939,31538,559.416098883556
34861,381777,2,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorer,65006,-15995,174.30740514869578
34862,381777,5,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,72867,-5878,1064.934660020753
34863,381777,1,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,poorer,65507,-15350,513.4681646836746
34864,381777,1,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,middle,94316,21727,513.4681646836746
34865,381777,1,migori: urban,migori: urban,migori,1,1,1,1,0,1,1,0,richest,richer,147328,89954,559.416098883556
34866,381777,1,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorer,57778,-25297,132.100310824659
34867,381777,2,migori: urban,migori: urban,migori,1,1,0,0,0,0,0,0,richer,poorest,28542,-62924,3.031433133020796
34868,381777,1,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,richest,185861,139546,1076.3303586322218
34869,381777,2,migori: urban,migori: urban,migori,1,1,1,0,0,1,0,0,richer,middle,95853,23705,677.5253052301479
34870,381777,1,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,richer,155412,100358,559.416098883556
34871,381777,1,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,richer,162592,109599,1076.3303586322218
34872,381777,2,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorer,88473,14207,174.30740514869578
34873,381777,1,migori: urban,migori: urban,migori,1,1,1,0,0,1,1,0,richest,middle,102083,31723,513.4681646836746
34874,381777,1,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,middle,poorest,20380,-73428,132.100310824659
34875,998086,4,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-42083,6411,0.0
34876,998086,4,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,middle,middle,-27529,25174,0.0
34877,998086,6,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorer,middle,-47137,-105,0.0
34878,998086,4,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorer,middle,-44423,3394,0.0
34879,998086,5,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorer,-89595,-54840,0.0
34880,998086,6,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-65125,-23295,0.0
34881,998086,10,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorer,-74232,-35034,0.0
34882,998086,9,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorest,-112228,-84018,0.0
34883,998086,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-69293,-28668,0.0
34884,998086,4,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorer,-74713,-35654,0.0
34885,998086,6,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorer,middle,-45117,2500,0.0
34886,998086,10,migori: rural,migori: rural,migori,2,1,0,1,0,1,0,0,middle,richest,23503,90962,389.52897459494767
34887,998086,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorest,-92634,-58757,0.0
34888,998086,1,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-101924,-70734,0.0
34889,998086,8,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorest,poorer,-78387,-40391,0.0
34890,998086,4,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-64555,-22559,0.0
34891,998086,7,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorest,-92639,-58764,0.0
34892,998086,7,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorer,-85934,-50120,0.0
34893,998086,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-65826,-24198,0.0
34894,998086,7,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-38845,10585,0.0
34895,998086,5,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-65942,-24347,0.0
34896,998086,6,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorer,-85701,-49820,0.0
34897,998086,1,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,richer,richest,81766,166073,0.0
34898,998086,7,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,middle,middle,-26457,26556,0.0
34899,998086,6,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,middle,-27954,24626,0.0
34900,1342254,4,migori: rural,migori: rural,migori,2,1,1,0,0,1,0,0,richer,richest,55050,131632,894.0
34901,1342254,1,migori: rural,migori: rural,migori,2,1,0,0,1,1,0,0,middle,richer,16540,81987,132.100310824659
34902,1342254,2,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-54742,-9908,0.0
34903,1342254,6,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorer,middle,-32531,18725,0.0
34904,1342254,2,migori: rural,migori: rural,migori,2,1,0,1,0,1,0,0,middle,richer,15297,80384,204.62173647890373
34905,1342254,2,migori: rural,migori: rural,migori,2,1,0,0,0,0,0,0,middle,richer,-14412,42084,3.031433133020796
34906,1342254,6,migori: rural,migori: rural,migori,2,1,1,1,1,1,1,1,richest,richest,150507,254692,2829.646128194365
34907,1342254,5,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorer,-87092,-51613,0.0
34908,1342254,6,migori: rural,migori: rural,migori,2,1,1,1,0,1,0,0,richer,richest,52538,128393,1145.500967939032
34909,1342254,2,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,2368,63717,0.0
34910,1342254,7,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richest,22414,89558,0.0
34911,1342254,6,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-49279,-2865,0.0
34912,1342254,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,8983,72244,0.0
34913,1342254,1,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-133398,-111310,0.0
34914,1342254,8,migori: rural,migori: rural,migori,2,0,1,1,0,1,1,0,richer,richest,30914,100517,0.0
34915,1342254,4,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-31441,20130,0.0
34916,1342254,7,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,-12239,44886,0.0
34917,1342254,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorer,-87367,-51968,0.0
34918,1342254,4,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorer,-79499,-41825,0.0
34919,1342254,5,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,middle,richer,-3269,56449,0.0
34920,1342254,2,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorer,-89209,-54343,0.0
34921,1342254,8,migori: rural,migori: rural,migori,2,1,1,1,0,1,1,0,richer,richest,68904,149493,1285.200705092799
34922,952021,5,migori: rural,migori: rural,migori,2,1,1,1,1,1,0,0,richest,richest,142273,244078,2048.9605265697032
34923,952021,8,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorer,-77544,-39305,0.0
34924,952021,3,migori: rural,migori: rural,migori,2,1,1,1,0,1,0,0,middle,middle,-28259,24232,868.1273970294436
34925,952021,3,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorer,-80364,-42939,0.0
34926,952021,4,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-50500,-4440,0.0
34927,952021,3,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,richer,richest,52493,128336,0.0
34928,952021,10,migori: rural,migori: rural,migori,2,0,0,1,0,1,0,0,middle,richer,-21972,32338,0.0
34929,952021,4,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorest,poorer,-81900,-44920,0.0
34930,952021,4,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-57043,-12875,0.0
34931,952021,6,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-40716,8173,0.0
34932,952021,5,migori: rural,migori: rural,migori,2,0,0,0,0,1,0,0,poorer,poorer,-72936,-33364,0.0
34933,952021,4,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorest,-97843,-65473,0.0
34934,952021,4,migori: rural,migori: rural,migori,2,0,0,0,0,0,0,0,poorest,poorer,-87557,-52213,0.0
34935,952021,4,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorest,poorer,-74890,-35883,0.0
34936,952021,5,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,poorer,-67546,-26415,0.0
34937,952021,6,migori: rural,migori: rural,migori,2,1,1,0,0,1,0,0,middle,richer,-3452,56213,1051.414646137058
34938,952021,3,migori: rural,migori: rural,migori,2,1,1,1,0,1,0,0,middle,richer,-16508,39382,868.1273970294436
34939,952021,6,migori: rural,migori: rural,migori,2,0,1,0,0,0,0,0,poorest,poorest,-98403,-66195,0.0
34940,952021,8,migori: rural,migori: rural,migori,2,0,1,1,0,1,0,0,poorer,middle,-54687,-9838,0.0
34941,952021,3,migori: rural,migori: rural,migori,2,0,1,0,0,0,0,0,poorest,poorest,-93046,-59289,0.0
34942,952021,8,migori: rural,migori: rural,migori,2,0,1,0,0,1,0,0,poorer,middle,-38574,10934,0.0
34943,952021,6,migori: rural,migori: rural,migori,2,1,0,0,0,1,0,0,poorer,middle,-57182,-13053,270.49817518067493
34944,412978,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richest,richer,128999,66365,974.0
34945,412978,4,migori: urban,migori: urban,migori,1,0,0,0,0,1,0,0,middle,poorest,-16207,-120516,0.0
34946,412978,5,migori: urban,migori: urban,migori,1,1,1,1,0,1,1,0,richest,richer,165991,113974,1064.934660020753
34947,412978,6,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,81329,5013,1145.500967939032
34948,412978,4,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorest,41251,-46567,230.0
34949,412978,3,migori: urban,migori: urban,migori,1,1,0,0,0,1,0,0,richer,poorer,54997,-28877,204.99928266609038
34950,412978,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,0,0,richer,poorer,74633,-3605,974.0
34951,412978,4,migori: urban,migori: urban,migori,1,1,1,1,0,1,1,0,richest,middle,110837,42990,974.0
34952,412978,3,migori: urban,migori: urban,migori,1,1,1,1,1,1,0,0,richest,middle,111576,43941,1670.2985031141452
